joined,generation,inviter_joined,activated_card,first_purchase,fifth_purchase,last_activity,joined_bonus,days_till_activation,has_activated_card,days_till_first_purchase,days_till_fifth_purchase,fifth_purchase_bonus,currently_active,first_purchase_binned,fifth_purchase_binned
2021-01-15,BOOMER,2020-11-07,,,,,10,-1,N,-1,-1,0,N,-1,-1
2021-01-15,GEN Z,2020-09-15,2021-07-15,2021-01-21,2021-01-28,2021-09-09,10,181,Y,6,13,10,N,6,13
2021-01-15,GEN X,2019-05-18,,,,,10,-1,N,-1,-1,0,N,-1,-1
2021-01-15,GEN Y,2019-10-31,,,,,10,-1,N,-1,-1,0,N,-1,-1
2021-01-15,GEN Y,2021-01-08,,,,,10,-1,N,-1,-1,0,N,-1,-1
2021-01-15,GEN Y,2020-12-06,2021-01-26,2021-01-26,2021-01-31,2021-11-14,10,11,Y,11,16,10,Y,11,16
2021-01-15,GEN Z,2020-12-19,2021-01-29,,,,10,14,Y,-1,-1,0,N,-1,-1
2021-01-15,GEN X,2020-01-16,2021-03-04,2021-04-08,,2021-05-18,10,48,Y,83,-1,0,N,>30,-1
2021-01-15,GEN Y,2019-09-17,,,,2021-01-22,10,-1,N,-1,-1,0,N,-1,-1
2021-01-15,GEN Y,2020-10-07,2021-01-25,2021-01-15,2021-01-16,2021-10-19,10,10,Y,0,1,10,Y,0,1
2021-01-15,GEN Z,2020-02-16,2021-01-21,2021-02-24,2021-03-19,2021-11-12,10,6,Y,40,63,0,Y,>30,>30
2021-01-15,GEN Z,2019-09-20,2021-02-04,2021-02-04,2021-02-05,2021-11-15,10,20,Y,20,21,10,Y,20,21
2021-01-15,GEN Y,2020-08-28,2021-04-18,2021-02-09,2021-06-15,2021-06-19,10,93,Y,25,151,0,N,25,>30
2021-01-15,GEN Y,2021-01-09,,2021-01-15,2021-01-18,2021-06-03,10,-1,N,0,3,10,N,0,3
2021-01-15,GEN Y,2020-11-24,2021-02-01,2021-01-17,2021-01-21,2021-11-14,10,17,Y,2,6,10,Y,2,6
2021-01-15,GEN Z,2020-06-22,2021-02-01,2021-01-20,2021-01-20,2021-11-14,10,17,Y,5,5,10,Y,5,5
2021-01-15,GEN Z,2020-01-31,2021-02-20,2021-02-27,2021-03-08,2021-11-15,10,36,Y,43,52,0,Y,>30,>30
2021-01-15,GEN Z,2019-10-15,2021-01-27,2021-01-19,2021-01-27,2021-11-15,10,12,Y,4,12,10,Y,4,12
2021-01-15,GEN Y,2020-03-14,,,,,10,-1,N,-1,-1,0,N,-1,-1
2021-01-15,GEN Z,2020-02-19,2021-01-29,2021-01-20,2021-01-23,2021-11-11,10,14,Y,5,8,10,Y,5,8
2021-01-15,GEN X,2020-01-02,2021-01-30,,,,10,15,Y,-1,-1,0,N,-1,-1
2021-01-15,GEN Z,2020-04-23,2021-01-28,2021-01-28,2021-02-10,2021-11-13,10,13,Y,13,26,10,Y,13,26
2021-01-15,GEN Y,2020-04-30,,,,,10,-1,N,-1,-1,0,N,-1,-1
2021-01-15,GEN Y,2020-09-21,2021-06-25,2021-01-30,2021-02-05,2021-11-13,10,161,Y,15,21,10,Y,15,21
2021-01-15,GEN Z,2019-11-26,2021-01-29,2021-01-16,2021-01-31,2021-11-15,10,14,Y,1,16,10,Y,1,16
2021-01-15,GEN Y,2020-08-21,2021-01-28,2021-02-07,2021-02-14,2021-11-06,10,13,Y,23,30,10,Y,23,30
2021-01-15,GEN Z,2021-01-10,2021-01-22,2021-01-29,2021-02-04,2021-11-11,10,7,Y,14,20,10,Y,14,20
2021-01-16,GEN Z,2020-03-12,2021-02-02,2021-02-13,2021-03-13,2021-10-25,10,17,Y,28,56,0,Y,28,>30
2021-01-16,GEN Y,2020-12-22,2021-02-22,,,,10,37,Y,-1,-1,0,N,-1,-1
2021-01-16,GEN Z,2019-04-04,2021-01-29,2021-02-07,2021-02-13,2021-11-14,10,13,Y,22,28,10,Y,22,28
2021-01-16,GEN Z,2019-05-25,,,,,10,-1,N,-1,-1,0,N,-1,-1
2021-01-16,GEN Y,2020-06-01,2021-01-30,2021-01-30,2021-02-05,2021-11-08,10,14,Y,14,20,10,Y,14,20
2021-01-16,GEN X,2020-06-20,,,,2021-10-30,10,-1,N,-1,-1,0,Y,-1,-1
2021-01-16,GEN Y,2020-05-18,,,,,10,-1,N,-1,-1,0,N,-1,-1
2021-01-16,GEN Y,2020-12-12,2021-02-09,2021-02-05,2021-02-15,2021-11-12,10,24,Y,20,30,10,Y,20,30
2021-01-16,GEN X,2020-06-18,,,,,10,-1,N,-1,-1,0,N,-1,-1
2021-01-16,GEN Z,2020-12-23,2021-01-30,2021-01-31,2021-02-01,2021-11-14,10,14,Y,15,16,10,Y,15,16
2021-01-16,GEN Z,2019-11-26,2021-01-31,2021-02-01,2021-02-04,2021-11-11,10,15,Y,16,19,10,Y,16,19
2021-01-16,GEN Y,2020-10-16,2021-01-26,2021-01-18,2021-01-21,2021-11-12,10,10,Y,2,5,10,Y,2,5
2021-01-16,GEN Y,2021-01-10,2021-01-27,2021-01-22,2021-01-27,2021-11-15,10,11,Y,6,11,10,Y,6,11
2021-01-16,GEN Z,2019-03-30,2021-06-04,2021-01-17,2021-01-20,2021-06-11,10,139,Y,1,4,10,N,1,4
2021-01-16,GEN Z,2019-12-24,2021-07-26,2021-07-26,,2021-07-28,10,191,Y,191,-1,0,N,>30,-1
2021-01-16,GEN Y,2020-12-27,2021-02-01,2021-02-06,2021-02-11,2021-11-14,10,16,Y,21,26,10,Y,21,26
2021-01-16,GEN Z,2020-12-30,,,,,10,-1,N,-1,-1,0,N,-1,-1
2021-01-16,GEN Y,2020-02-10,2021-01-22,2021-01-24,2021-01-24,2021-10-26,10,6,Y,8,8,10,Y,8,8
2021-01-16,GEN X,2020-11-08,2021-01-28,2021-02-07,,2021-02-07,10,12,Y,22,-1,0,N,22,-1
2021-01-16,GEN Z,2020-08-27,2021-03-18,2021-03-18,2021-10-08,2021-11-13,10,61,Y,61,265,0,Y,>30,>30
2021-01-16,GEN Z,2019-09-12,2021-01-27,2021-02-01,2021-02-08,2021-11-14,10,11,Y,16,23,10,Y,16,23
2021-01-16,GEN Z,2020-11-23,2021-01-25,2021-01-16,2021-01-16,2021-11-02,10,9,Y,0,0,10,Y,0,0
2021-01-16,GEN Z,2019-09-15,2021-03-21,2021-02-01,2021-03-23,2021-11-14,10,64,Y,16,66,0,Y,16,>30
2021-01-16,GEN X,2020-12-20,2021-01-30,2021-02-10,2021-02-12,2021-11-14,10,14,Y,25,27,10,Y,25,27
2021-01-16,GEN Z,2021-01-14,2021-08-19,2021-09-01,2021-09-15,2021-11-13,10,215,Y,228,242,0,Y,>30,>30
2021-01-16,GEN Y,2021-01-16,2021-01-22,2021-01-23,2021-01-29,2021-11-12,10,6,Y,7,13,10,Y,7,13
2021-01-16,GEN Y,2020-05-02,,2021-05-07,2021-05-12,2021-07-01,10,-1,N,111,116,0,N,>30,>30
2021-01-16,GEN Z,2020-02-26,,,,2021-11-11,10,-1,N,-1,-1,0,Y,-1,-1
2021-01-16,GEN Z,2020-11-25,2021-02-04,2021-02-04,2021-02-06,2021-11-15,10,19,Y,19,21,10,Y,19,21
2021-01-16,GEN Y,2021-01-07,2021-01-28,2021-01-28,2021-01-30,2021-07-15,10,12,Y,12,14,10,N,12,14
2021-01-16,GEN Y,2021-01-14,2021-06-20,2021-06-23,2021-08-28,2021-11-04,10,155,Y,158,224,0,Y,>30,>30
2021-01-16,GEN X,2020-06-20,,,,2021-02-26,10,-1,N,-1,-1,0,N,-1,-1
2021-01-16,GEN Y,2020-01-20,2021-01-22,2021-01-17,2021-01-17,2021-11-12,10,6,Y,1,1,10,Y,1,1
2021-01-16,GEN Y,2021-01-04,2021-02-21,,,,10,36,Y,-1,-1,0,N,-1,-1
2021-01-16,GEN X,2020-01-12,2021-02-12,2021-03-09,2021-05-23,2021-11-15,10,27,Y,52,127,0,Y,>30,>30
2021-01-16,GEN Z,2020-12-22,2021-01-29,2021-01-17,2021-01-20,2021-11-12,10,13,Y,1,4,10,Y,1,4
2021-01-16,GEN Y,2020-03-06,2021-01-23,2021-01-23,,2021-04-21,10,7,Y,7,-1,0,N,7,-1
2021-01-16,GEN Z,2020-10-25,2021-02-16,2021-02-16,,2021-02-16,10,31,Y,31,-1,0,N,>30,-1
2021-01-16,GEN Z,2020-10-25,,,,,10,-1,N,-1,-1,0,N,-1,-1
2021-01-16,GEN Z,2019-10-27,2021-01-23,2021-02-13,2021-02-17,2021-11-12,10,7,Y,28,32,0,Y,28,>30
2021-01-16,GEN Y,2020-10-21,,,,,10,-1,N,-1,-1,0,N,-1,-1
2021-01-16,GEN Z,2019-07-15,2021-03-02,2021-03-05,2021-03-17,2021-09-27,10,45,Y,48,60,0,N,>30,>30
2021-01-16,GEN Z,2020-12-11,,2021-01-20,2021-03-10,2021-10-23,10,-1,N,4,53,0,Y,4,>30
2021-01-16,GEN Z,2020-11-19,,,,,10,-1,N,-1,-1,0,N,-1,-1
2021-01-16,GEN X,2020-04-16,2021-01-23,2021-02-12,2021-03-09,2021-11-08,10,7,Y,27,52,0,Y,27,>30
2021-01-16,GEN Z,2019-12-12,2021-01-27,2021-01-17,2021-01-30,2021-11-10,10,11,Y,1,14,10,Y,1,14
2021-01-16,GEN Y,2019-10-26,2021-01-24,2021-01-18,2021-01-20,2021-11-14,10,8,Y,2,4,10,Y,2,4
2021-01-16,GEN Z,2021-01-03,,2021-02-03,,2021-02-03,10,-1,N,18,-1,0,N,18,-1
2021-01-16,GEN Y,2020-12-30,2021-01-27,2021-04-01,2021-05-14,2021-09-25,10,11,Y,75,118,0,N,>30,>30
2021-01-16,GEN Y,2019-09-30,2021-02-04,2021-01-17,2021-01-19,2021-11-14,10,19,Y,1,3,10,Y,1,3
2021-01-16,GEN Z,2019-10-15,,,,2021-02-08,10,-1,N,-1,-1,0,N,-1,-1
2021-01-16,GEN Z,2020-12-04,2021-02-02,2021-02-04,2021-02-05,2021-11-14,10,17,Y,19,20,10,Y,19,20
2021-01-16,GEN Y,2020-10-22,2021-01-27,2021-01-18,2021-01-21,2021-11-14,10,11,Y,2,5,10,Y,2,5
2021-01-16,GEN Z,2019-10-21,2021-02-04,2021-02-04,2021-02-04,2021-11-15,10,19,Y,19,19,10,Y,19,19
2021-01-17,GEN Y,2020-04-25,2021-02-09,2021-02-09,2021-02-23,2021-11-10,10,23,Y,23,37,0,Y,23,>30
2021-01-17,GEN X,2020-12-27,2021-02-04,2021-02-13,2021-03-19,2021-07-11,10,18,Y,27,61,0,N,27,>30
2021-01-17,GEN Y,2020-10-25,2021-01-22,2021-01-22,2021-01-29,2021-11-08,10,5,Y,5,12,10,Y,5,12
2021-01-17,GEN Y,2020-02-13,2021-01-29,2021-01-29,,2021-02-01,10,12,Y,12,-1,0,N,12,-1
2021-01-17,GEN Y,2020-09-29,2021-01-21,2021-01-27,2021-01-31,2021-11-14,10,4,Y,10,14,10,Y,10,14
2021-01-17,GEN Z,2020-03-30,,,,2021-11-12,10,-1,N,-1,-1,0,Y,-1,-1
2021-01-17,GEN Z,2020-02-19,2021-04-05,,,2021-04-06,10,78,Y,-1,-1,0,N,-1,-1
2021-01-17,GEN Z,2019-10-06,2021-01-29,2021-01-29,,2021-06-08,10,12,Y,12,-1,0,N,12,-1
2021-01-17,GEN Y,2020-05-29,2021-01-27,2021-03-03,,2021-09-16,10,10,Y,45,-1,0,N,>30,-1
2021-01-17,GEN Y,2020-04-28,2021-06-14,2021-02-03,2021-02-08,2021-11-15,10,148,Y,17,22,10,Y,17,22
2021-01-17,GEN Z,2020-11-06,,,,2021-02-03,10,-1,N,-1,-1,0,N,-1,-1
2021-01-17,GEN Z,2020-12-30,2021-01-28,2021-01-17,2021-01-21,2021-06-09,10,11,Y,0,4,10,N,0,4
2021-01-17,GEN Z,2020-08-05,,,,2021-01-17,10,-1,N,-1,-1,0,N,-1,-1
2021-01-17,GEN Y,2020-10-14,2021-01-28,2021-01-29,2021-02-04,2021-11-14,10,11,Y,12,18,10,Y,12,18
2021-01-17,GEN Z,2019-01-11,2021-01-30,2021-01-27,2021-01-30,2021-11-14,10,13,Y,10,13,10,Y,10,13
2021-01-17,SILENT,2019-02-27,2021-02-04,,,2021-03-06,10,18,Y,-1,-1,0,N,-1,-1
2021-01-17,GEN Z,2019-06-11,2021-01-28,2021-02-01,2021-02-04,2021-11-14,10,11,Y,15,18,10,Y,15,18
2021-01-17,GEN X,2020-11-15,2021-01-28,2021-01-28,2021-01-29,2021-11-13,10,11,Y,11,12,10,Y,11,12
2021-01-17,GEN X,2020-11-15,2021-01-28,2021-01-29,2021-01-29,2021-10-28,10,11,Y,12,12,10,Y,12,12
2021-01-17,GEN X,2021-01-04,2021-02-04,2021-02-07,,2021-02-07,10,18,Y,21,-1,0,N,21,-1
2021-01-17,GEN Z,2021-01-07,2021-01-27,2021-01-28,2021-01-30,2021-10-25,10,10,Y,11,13,10,Y,11,13
2021-01-17,BOOMER,2020-12-28,,,,,10,-1,N,-1,-1,0,N,-1,-1
2021-01-17,GEN X,2019-03-09,2021-01-30,2021-01-31,2021-01-31,2021-09-04,10,13,Y,14,14,10,N,14,14
2021-01-17,GEN Z,2020-11-29,,2021-01-17,,2021-06-02,10,-1,N,0,-1,0,N,0,-1
2021-01-17,GEN Y,2019-06-12,2021-01-28,2021-01-28,,2021-02-10,10,11,Y,11,-1,0,N,11,-1
2021-01-17,GEN Y,2020-09-03,2021-01-26,2021-01-17,2021-01-20,2021-05-12,10,9,Y,0,3,10,N,0,3
2021-01-17,GEN Y,2021-01-01,2021-01-25,2021-02-18,2021-02-25,2021-11-14,10,8,Y,32,39,0,Y,>30,>30
2021-01-17,GEN Y,2019-05-09,,2021-01-17,2021-01-20,2021-05-01,10,-1,N,0,3,10,N,0,3
2021-01-17,GEN Y,2021-01-17,2021-03-17,2021-03-29,2021-04-06,2021-11-14,10,59,Y,71,79,0,Y,>30,>30
2021-01-17,GEN Y,2020-03-25,,2021-01-23,2021-01-24,2021-05-13,10,-1,N,6,7,10,N,6,7
2021-01-17,GEN Z,2019-07-14,2021-01-30,2021-01-19,2021-01-21,2021-11-13,10,13,Y,2,4,10,Y,2,4
2021-01-17,GEN Y,2020-09-23,2021-01-31,2021-01-31,,2021-02-25,10,14,Y,14,-1,0,N,14,-1
2021-01-17,GEN Y,2020-08-18,2021-01-25,2021-02-06,2021-02-08,2021-11-14,10,8,Y,20,22,10,Y,20,22
2021-01-17,GEN Y,2020-09-03,,2021-02-12,,2021-06-03,10,-1,N,26,-1,0,N,26,-1
2021-01-17,GEN Z,2019-01-27,2021-02-03,2021-02-04,2021-02-05,2021-11-12,10,17,Y,18,19,10,Y,18,19
2021-01-17,BOOMER,2020-01-02,2021-01-27,2021-01-28,2021-02-10,2021-11-14,10,10,Y,11,24,10,Y,11,24
2021-01-17,GEN Y,2020-09-13,2021-02-09,2021-02-10,2021-02-11,2021-10-05,10,23,Y,24,25,10,N,24,25
2021-01-17,GEN Z,2020-12-28,2021-01-29,2021-01-19,2021-01-20,2021-11-13,10,12,Y,2,3,10,Y,2,3
2021-01-17,GEN Z,2020-03-22,2021-01-27,2021-01-28,2021-02-13,2021-11-14,10,10,Y,11,27,10,Y,11,27
2021-01-17,GEN Z,2020-05-13,2021-01-31,2021-02-04,2021-02-07,2021-11-13,10,14,Y,18,21,10,Y,18,21
2021-01-17,GEN Z,2020-11-07,2021-02-16,2021-01-21,2021-02-20,2021-11-01,10,30,Y,4,34,0,Y,4,>30
2021-01-17,GEN Z,2020-05-12,2021-01-30,2021-03-20,2021-06-05,2021-11-03,10,13,Y,62,139,0,Y,>30,>30
2021-01-17,GEN Z,2020-05-01,2021-03-02,2021-03-04,2021-03-09,2021-11-14,10,44,Y,46,51,0,Y,>30,>30
2021-01-17,GEN Z,2020-06-17,2021-01-27,2021-01-21,2021-01-24,2021-11-14,10,10,Y,4,7,10,Y,4,7
2021-01-17,GEN Y,2021-01-16,2021-01-28,2021-01-19,2021-01-19,2021-06-05,10,11,Y,2,2,10,N,2,2
2021-01-17,GEN Y,2021-01-17,2021-01-30,2021-01-23,2021-02-10,2021-10-15,10,13,Y,6,24,10,N,6,24
2021-01-17,GEN Y,2020-10-20,2021-02-16,2021-04-01,2021-04-03,2021-11-04,10,30,Y,74,76,0,Y,>30,>30
2021-01-17,GEN Z,2019-10-17,,,,,10,-1,N,-1,-1,0,N,-1,-1
2021-01-17,GEN Z,2020-02-22,2021-02-15,,,2021-11-11,10,29,Y,-1,-1,0,Y,-1,-1
2021-01-17,GEN Z,2021-01-17,2021-01-29,2021-01-21,2021-02-04,2021-11-10,10,12,Y,4,18,10,Y,4,18
2021-01-18,GEN Y,2021-01-17,2021-01-28,2021-01-29,2021-02-21,2021-04-23,10,10,Y,11,34,0,N,11,>30
2021-01-18,GEN Z,2019-09-04,,,,,10,-1,N,-1,-1,0,N,-1,-1
2021-01-18,GEN Z,2019-09-09,2021-01-27,2021-01-19,2021-01-21,2021-11-08,10,9,Y,1,3,10,Y,1,3
2021-01-18,GEN Y,2020-05-21,,,,2021-01-19,10,-1,N,-1,-1,0,N,-1,-1
2021-01-18,GEN Z,2020-07-04,,,,2021-01-18,10,-1,N,-1,-1,0,N,-1,-1
2021-01-18,GEN Z,2021-01-07,2021-02-22,2021-01-18,2021-01-20,2021-08-28,10,35,Y,0,2,10,N,0,2
2021-01-18,GEN Y,2019-10-18,2021-01-27,2021-01-20,2021-01-21,2021-11-15,10,9,Y,2,3,10,Y,2,3
2021-01-18,GEN Z,2019-11-20,2021-01-31,2021-02-02,2021-02-05,2021-10-22,10,13,Y,15,18,10,Y,15,18
2021-01-18,GEN Z,2021-01-02,2021-01-29,2021-01-20,2021-01-30,2021-11-14,10,11,Y,2,12,10,Y,2,12
2021-01-18,GEN Z,2020-12-16,2021-04-28,2021-07-27,2021-07-28,2021-08-12,10,100,Y,190,191,0,N,>30,>30
2021-01-18,GEN Z,2019-05-17,2021-03-31,2021-03-31,2021-04-03,2021-10-29,10,72,Y,72,75,0,Y,>30,>30
2021-01-18,GEN Y,2021-01-03,2021-03-01,,,,10,42,Y,-1,-1,0,N,-1,-1
2021-01-18,GEN Z,2021-01-02,2021-01-28,2021-06-10,2021-06-24,2021-11-08,10,10,Y,143,157,0,Y,>30,>30
2021-01-18,GEN Z,2020-05-12,2021-01-29,2021-01-18,2021-01-27,2021-11-14,10,11,Y,0,9,10,Y,0,9
2021-01-18,GEN Y,2021-01-07,2021-01-28,2021-01-29,2021-01-30,2021-09-14,10,10,Y,11,12,10,N,11,12
2021-01-18,GEN Z,2020-06-20,,,,,10,-1,N,-1,-1,0,N,-1,-1
2021-01-18,GEN Y,2020-11-08,2021-02-04,2021-01-25,2021-01-27,2021-03-01,10,17,Y,7,9,10,N,7,9
2021-01-18,GEN Z,2020-11-02,2021-01-31,2021-04-10,2021-04-11,2021-11-14,10,13,Y,82,83,0,Y,>30,>30
2021-01-18,GEN Z,2021-01-04,,2021-06-12,,2021-11-12,10,-1,N,145,-1,0,Y,>30,-1
2021-01-18,GEN Z,2021-01-01,2021-01-27,2021-01-27,2021-02-06,2021-11-14,10,9,Y,9,19,10,Y,9,19
2021-01-18,GEN Z,2020-02-09,2021-02-23,2021-01-30,2021-02-04,2021-11-13,10,36,Y,12,17,10,Y,12,17
2021-01-18,GEN Z,2020-10-16,2021-02-21,2021-03-19,2021-04-09,2021-11-02,10,34,Y,60,81,0,Y,>30,>30
2021-01-18,GEN X,2020-07-12,2021-01-29,,,2021-11-09,10,11,Y,-1,-1,0,Y,-1,-1
2021-01-18,GEN Y,2019-03-15,2021-02-12,2021-01-20,2021-01-22,2021-11-13,10,25,Y,2,4,10,Y,2,4
2021-01-18,GEN Y,2019-11-13,2021-01-28,2021-01-21,2021-01-24,2021-11-14,10,10,Y,3,6,10,Y,3,6
2021-01-18,GEN Y,2020-02-14,2021-01-30,2021-01-26,2021-01-31,2021-11-07,10,12,Y,8,13,10,Y,8,13
2021-01-18,GEN Y,2020-10-24,,,,,10,-1,N,-1,-1,0,N,-1,-1
2021-01-18,GEN Y,2020-01-06,,,,2021-01-19,10,-1,N,-1,-1,0,N,-1,-1
2021-01-18,BOOMER,2021-01-06,2021-01-25,,,2021-11-10,10,7,Y,-1,-1,0,Y,-1,-1
2021-01-18,GEN Y,2021-01-08,2021-06-26,2021-07-06,,2021-10-18,10,159,Y,169,-1,0,Y,>30,-1
2021-01-18,GEN Y,2021-01-03,2021-02-04,,,,10,17,Y,-1,-1,0,N,-1,-1
2021-01-18,GEN Y,2019-09-09,2021-05-29,2021-04-20,2021-05-18,2021-11-11,10,131,Y,92,120,0,Y,>30,>30
2021-01-18,GEN Z,2020-03-05,,,,2021-01-18,10,-1,N,-1,-1,0,N,-1,-1
2021-01-18,GEN Z,2019-08-05,2021-01-31,2021-01-18,2021-01-21,2021-11-11,10,13,Y,0,3,10,Y,0,3
2021-01-18,GEN Y,2019-05-15,2021-01-29,2021-01-30,2021-02-08,2021-02-09,10,11,Y,12,21,10,N,12,21
2021-01-18,GEN X,2020-04-30,,,,,10,-1,N,-1,-1,0,N,-1,-1
2021-01-18,GEN Y,2020-10-24,2021-01-28,2021-01-29,2021-02-01,2021-11-11,10,10,Y,11,14,10,Y,11,14
2021-01-18,GEN Y,2020-12-01,2021-01-27,2021-01-27,2021-01-29,2021-11-14,10,9,Y,9,11,10,Y,9,11
2021-01-18,GEN Z,2020-01-31,2021-07-14,2021-04-30,2021-05-20,2021-11-10,10,177,Y,102,122,0,Y,>30,>30
2021-01-18,GEN Z,2020-09-03,2021-02-03,2021-02-21,2021-02-21,2021-11-12,10,16,Y,34,34,0,Y,>30,>30
2021-01-18,GEN Z,2021-01-18,2021-01-30,2021-01-21,2021-01-22,2021-11-13,10,12,Y,3,4,10,Y,3,4
2021-01-18,BOOMER,2019-06-19,2021-01-28,,,2021-11-10,10,10,Y,-1,-1,0,Y,-1,-1
2021-01-18,GEN Y,2020-05-17,2021-02-06,2021-02-10,2021-02-17,2021-11-12,10,19,Y,23,30,10,Y,23,30
2021-01-18,GEN Z,2021-01-09,2021-01-27,2021-01-28,2021-02-08,2021-11-09,10,9,Y,10,21,10,Y,10,21
2021-01-18,GEN Z,2020-03-08,2021-01-27,2021-01-30,,2021-08-25,10,9,Y,12,-1,0,N,12,-1
2021-01-18,GEN Z,2019-06-08,2021-01-28,2021-01-28,2021-01-29,2021-11-13,10,10,Y,10,11,10,Y,10,11
2021-01-18,GEN Y,2020-05-14,,,,,10,-1,N,-1,-1,0,N,-1,-1
2021-01-18,GEN Z,2021-01-16,2021-01-28,2021-01-28,2021-01-30,2021-11-11,10,10,Y,10,12,10,Y,10,12
2021-01-18,GEN Z,2020-11-23,2021-02-02,2021-01-20,2021-01-21,2021-11-09,10,15,Y,2,3,10,Y,2,3
2021-01-18,GEN Z,2020-05-15,2021-02-25,2021-03-19,2021-03-27,2021-11-13,10,38,Y,60,68,0,Y,>30,>30
2021-01-18,GEN Y,2018-08-10,2021-01-30,2021-01-30,2021-02-03,2021-11-14,10,12,Y,12,16,10,Y,12,16
2021-01-18,GEN Y,2020-06-17,,2021-11-05,2021-11-09,2021-11-15,10,-1,N,291,295,0,Y,>30,>30
2021-01-18,GEN Z,2020-02-22,2021-02-17,2021-01-20,2021-01-22,2021-11-14,10,30,Y,2,4,10,Y,2,4
2021-01-18,GEN Z,2019-06-02,,2021-06-02,,2021-06-02,10,-1,N,135,-1,0,N,>30,-1
2021-01-18,GEN Z,2020-12-23,2021-02-01,2021-02-01,,2021-02-01,10,14,Y,14,-1,0,N,14,-1
2021-01-19,GEN Z,2020-12-06,,,,2021-04-14,10,-1,N,-1,-1,0,N,-1,-1
2021-01-19,GEN Z,2020-09-03,2021-03-25,2021-04-30,2021-08-03,2021-09-09,10,65,Y,101,196,0,N,>30,>30
2021-01-19,GEN Y,2020-05-30,,,,2021-01-19,10,-1,N,-1,-1,0,N,-1,-1
2021-01-19,GEN Z,2020-11-30,2021-02-01,2021-02-01,2021-02-24,2021-09-01,10,13,Y,13,36,0,N,13,>30
2021-01-19,GEN Z,2021-01-17,2021-01-31,,,2021-01-31,10,12,Y,-1,-1,0,N,-1,-1
2021-01-19,GEN X,2019-03-28,,,,2021-01-19,10,-1,N,-1,-1,0,N,-1,-1
2021-01-19,GEN Z,2020-02-20,,2021-01-23,2021-02-18,2021-02-18,10,-1,N,4,30,10,N,4,30
2021-01-19,GEN X,2019-10-02,2021-02-23,,,,10,35,Y,-1,-1,0,N,-1,-1
2021-01-19,GEN Z,2020-12-05,2021-02-01,2021-02-01,2021-02-03,2021-11-13,10,13,Y,13,15,10,Y,13,15
2021-01-19,GEN Y,2021-01-12,2021-01-29,2021-02-12,2021-06-18,2021-11-08,10,10,Y,24,150,0,Y,24,>30
2021-01-19,GEN Y,2020-10-25,2021-02-02,2021-02-02,2021-02-11,2021-03-06,10,14,Y,14,23,10,N,14,23
2021-01-19,GEN Z,2018-10-24,2021-02-01,2021-01-19,2021-01-21,2021-11-13,10,13,Y,0,2,10,Y,0,2
2021-01-19,GEN Y,2021-01-13,2021-01-29,2021-03-31,2021-06-30,2021-11-14,10,10,Y,71,162,0,Y,>30,>30
2021-01-19,GEN Y,2021-01-06,2021-02-04,2021-02-12,2021-03-05,2021-11-14,10,16,Y,24,45,0,Y,24,>30
2021-01-19,GEN Z,2021-01-05,,,,2021-01-19,10,-1,N,-1,-1,0,N,-1,-1
2021-01-19,GEN Y,2020-02-09,,,,2021-10-22,10,-1,N,-1,-1,0,Y,-1,-1
2021-01-19,GEN Y,2020-08-30,,,,2021-02-02,10,-1,N,-1,-1,0,N,-1,-1
2021-01-19,GEN Z,2020-11-01,,,,2021-01-19,10,-1,N,-1,-1,0,N,-1,-1
2021-01-19,GEN Z,2020-06-15,2021-02-07,,,,10,19,Y,-1,-1,0,N,-1,-1
2021-01-19,GEN Y,2021-01-18,2021-01-29,2021-01-21,2021-01-28,2021-11-14,10,10,Y,2,9,10,Y,2,9
2021-01-19,GEN Y,2021-01-09,2021-03-09,2021-03-09,2021-10-26,2021-11-06,10,49,Y,49,280,0,Y,>30,>30
2021-01-19,GEN X,2021-01-10,2021-02-01,2021-01-25,2021-01-27,2021-11-11,10,13,Y,6,8,10,Y,6,8
2021-01-19,GEN X,2021-01-09,2021-01-27,2021-01-30,2021-02-10,2021-11-09,10,8,Y,11,22,10,Y,11,22
2021-01-19,GEN Y,2020-11-14,,,,2021-01-19,10,-1,N,-1,-1,0,N,-1,-1
2021-01-19,GEN Z,2019-10-31,2021-01-29,2021-01-30,2021-02-01,2021-06-20,10,10,Y,11,13,10,N,11,13
2021-01-19,GEN Z,2019-06-04,2021-02-24,2021-02-06,2021-03-21,2021-11-13,10,36,Y,18,61,0,Y,18,>30
2021-01-19,GEN Y,2020-09-27,2021-01-30,2021-02-11,2021-02-11,2021-11-12,10,11,Y,23,23,10,Y,23,23
2021-01-19,GEN Z,2020-07-23,2021-03-19,2021-01-19,2021-01-22,2021-10-04,10,59,Y,0,3,10,N,0,3
2021-01-19,GEN Z,2021-01-14,2021-01-31,2021-01-19,,2021-01-22,10,12,Y,0,-1,0,N,0,-1
2021-01-19,GEN X,2021-01-11,2021-02-18,2021-02-17,,2021-09-12,10,30,Y,29,-1,0,N,29,-1
2021-01-19,GEN Z,2020-09-27,,,,,10,-1,N,-1,-1,0,N,-1,-1
2021-01-19,GEN Z,2020-06-26,2021-01-28,2021-01-22,2021-01-26,2021-11-13,10,9,Y,3,7,10,Y,3,7
2021-01-19,GEN Z,2021-01-05,2021-06-17,2021-06-30,2021-07-11,2021-11-14,10,149,Y,162,173,0,Y,>30,>30
